,0,1
680,পেয়ে,peʲe
681,সংবাদকর্মীরা,ʃɔŋbɐd̪koɾmɪɾɐ
682,ঘটনাস্থলে,gʱɔtonɐst̪ʰɔle
683,গেলে,gele
684,বাড়ইপাড়া,bɐɽo͡ɪ̯pɐɽɐ
685,বন,bɔn
686,বিট,bɪt
687,কর্মকর্তা,kɔɾmokɔɾt̪ɐ
688,অফিসের,ɔpʰɪʃeɾ
689,কর্মকর্তা-কর্মচারীরা,kɔɾmokɔɾt̪ɐ-kɔɾmocɐɾɪɾɐ
690,সেখান,ʃekʰɐn
691,সটকে,ʃɔtke
692,সেশন,ʃeʃon
693,ফি,pʰɪ
694,বিশেষ,bɪʃeʃ
695,ক্লাস,klɐs
696,নির্ধারণ,nɪɾd̪ʱɐɾon
697,মন্ত্রণালয়,mɔnt̪ɾonɐlɔe̯
698,সৌভিক,ʃo͡u̯bʱɪk
699,বকশীর,bokʃɪɾ
700,সমর্থক,ʃɔmɔɾt̪ʰok
701,দশম,d̪ɔʃɔm
702,শ্রেণীর,শ্রেণির
703,ছাত্র,cʰɐt̪ɾo
704,স্বাধীন,ʃɐd̪ʱɪn
705,সরদার,ʃɔɾd̪ɐɾ
706,কেবিনেট,kebɪnet
707,প্রধান,pɾod̪ʱɐn
708,পদের,pɔd̪eɾ
709,প্রার্থী,pɾɐɾt̪ʰɪ
710,সাগর,ʃɐgoɾ
711,মৃধাকে,mɾɪd̪ʱɐke
712,চড়থাপ্পড়,cɔɽt̪ʰɐppoɽ
713,মারে,mɐɾe
714,বিমানবন্দরে,bɪmɐnbɔnd̪oɾe
715,জিনিস,ɟɪnɪʃ
716,খোয়া,kʰoʷɐ
717,গেলেও,geleo̯
718,প্রতিযোগিতায়,pɾot̪ɪɟogɪt̪ɐe̯
719,পারছেন,pɐɾcʰen
720,সদস্যরা,ʃɔd̪oʃʃoɾɐ
721,বিদেশি,bɪd̪eʃɪ
722,কোম্পানি,kompɐnɪ
723,বাংলাদেশকে,bɐŋlɐd̪eʃke
724,যেন,ɟeno
725,গ্রাস,gɾɐʃ
726,সেজন্য,ʃeɟonno
727,আমাদের,ɐmɐd̪eɾ
728,একটু,ektu
729,সাবধান,ʃɐbd̪ʱɐn
730,হতে,hot̪e
731,যত,ɟɔt̪o
732,দ্রুত,d̪ɾut̪o
733,সম্ভব,ʃɔmbʱɔb
734,সমস্যা,ʃɔmoʃʃɐ
735,সমাধানে,ʃɔmɐd̪ʱɐne
736,কাজ,kɐɟ
737,করছি,koɾcʰɪ
738,সরকারি,ʃɔɾkɐɾɪ
739,প্রকল্পে,pɾokɔlpe
740,কনসালটেন্ট,kɔnoʃɐltent
741,হিসেবেও,hɪʃebeo̯
742,শিক্ষার্থীরা,ʃɪkkʰɐɾt̪ʰɪɾɐ
743,শতাধিক,ʃɔt̪ɐd̪ʱɪk
744,ঝুঁকিপূর্ণ,ɟʱũkɪpuɾno
745,পাহাড়,pɐhɐɽ
746,ছেড়ে,cʰeɽe
747,নিরাপদ,nɪɾɐpod̪
748,স্থানে,st̪ʰɐne
749,সরে,ʃɔɾe
750,যাবার,ɟɐbɐɾ
751,নির্দেশসহ,nɪɾd̪eʃʃɔho
752,সতর্ক,ʃɔt̪ɔɾko
753,বৃহস্পতিবার,bɾɪhoʃpot̪ɪbɐɾ
754,বিকালে,bɪkɐle
755,কেন্দ্রীয়,kend̪ɾɪʲo
756,শহীদ,ʃohɪd̪
757,মিনার,mɪnɐɾ
758,চত্বরে,cɔt̪t̪oɾe
759,জাসদের,ɟɐʃd̪eɾ
760,গণমিছিলপূর্ব,gɔnomɪcʰɪlpuɾbo
761,সমাবেশে,ʃɔmɐbeʃe
762,অতিথির,ot̪ɪt̪ʰɪɾ
763,বক্তৃতায়,bokt̪ɾɪt̪ɐe̯
764,এসব,eʃɔb
765,কথা,kɔt̪ʰɐ
766,সংস্কৃতি,ʃɔŋskɾɪt̪ɪ
767,ধর্ম,d̪ʱɔɾmo
768,বর্ণে,bɔɾne
769,রয়েছে,ɾoʲecʰe
770,ভিন্নতা,bʱɪnnot̪ɐ
771,ফিল্ড,pʰɪld
772,পজিশনগুলোতে,poɟɪʃongulot̪e
773,রাখব,ɾɐkʰbo
774,মাকে,mɐke
775,বলা,bɔlɐ
776,মাত্র,mɐt̪ɾo
777,উনি,unɪ
778,কাঁদতে,kɐ̃d̪t̪e
779,দিয়েছিলেন,d̪ɪʲecʰɪlen
780,প্রফেসর,pɾopʰeʃɔɾ
781,আবদুল,ɐbd̪ul
782,মান্নান,mɐnnɐn
783,ইউজিসি,ɪu̯ɟɪʃɪ
784,অনুষ্ঠানে,ɔnuʃtʰɐne
785,অতিথি,ot̪ɪt̪ʰɪ
786,উপস্থিত,upost̪ʰɪt̪
787,সমীক্ষায়,ʃomɪkkʰɐe̯
788,দেখা,d̪ɛkʰɐ
789,বায়ুদূষণজনিত,bɐʲud̪uʃɔnɟonɪt̪o
790,সৃষ্ট,sɾɪʃto
791,রোগে,ɾoge
792,করনে,koɾone
793,প্রধানত,pɾod̪ʱɐnɔt̪o
794,ছোট,cʰoto
795,ছেলেমেয়ে,cʰelemeʲe
796,বয়স্করা,bɔʲoʃkoɾɐ
797,ক্ষতিগ্রস্ত,kʰot̪ɪgɾost̪o
798,বোর্ড,boɾd
799,সাব-কমিটির,sɐb-kɔmɪtɪɾ
800,সভায়,ʃɔbʱɐe̯
801,স্টেশনগুলো,steʃongulo
802,বন্ধ,bond̪ʱo
803,দেয়ার,d̪eʲɐɾ
804,চূড়ান্ত,cuɽɐnt̪o
805,জেলার,ɟelɐɾ
806,উপজেলায়,upoɟelɐe̯
807,আওয়ামী,ɐo̯ʷɐmɪ
808,লীগের,lɪgeɾ
809,উপজাতি,upoɟɐt̪ɪ
810,ভয়,bʱɔe̯
811,দেখিয়ে,d̪ekʰɪʲe
812,দল,d̪ɔl
813,পদত্যাগের,pɔd̪ot̪t̪ɛgeɾ
814,সৃষ্টি,sɾɪʃtɪ
815,আবার,ɐbɐɾ
816,আনা,ɐnɐ
817,দরকার,d̪ɔɾkɐɾ
818,সুস্থ,ʃust̪ʰo
819,সমাজের,ʃɔmɐɟeɾ
820,প্রয়োজনে,pɾoʲoɟone
821,সমাজে,ʃɔmɐɟe
822,থেকেও,t̪ʰekeo̯
823,সামাজিক,ʃɐmɐɟɪk
824,ভাবনাগুলো,bʱɐbnɐgulo
825,মধ্য,mod̪d̪ʱo
826,ধীরে,d̪ʱɪɾe
827,লোপ,lop
828,পেতে,pet̪e
829,থাকে,t̪ʰɐke
830,অনুমতি,onumot̪ɪ
831,মিছিল-সমাবেশ,mɪcʰɪlo-ʃɔmɐbeʃ
832,আন্দোলন,ɐnd̪olɔn
833,আজমপুরের,ɐɟompuɾeɾ
834,সুমন,ʃumon
835,সুজিত,ʃuɟɪt̪
836,কসাইটুলীর,kɔʃɐ͡ɪ̯tulɪɾ
837,আরিফ,ɐɾɪpʰ
838,আটকরা,ɐtokɾɐ
839,লছমানপুরের,lɔcʰomɐnpuɾeɾ
840,তৈমুর,t̪oɪ̯muɾ
841,সদর,ʃɔd̪oɾ
842,উপজেলার,upoɟelɐɾ
843,পিটিআই,pɪtɪɐɪ̯
844,মাস্টারপাড়ার,mɐstɐɾpɐɽɐɾ
845,ইলিয়াস,ɪlɪʲɐs
846,ছোটটাপ্পু,cʰottɐppu
847,গ্রামের,gɾɐmeɾ
848,কালাম,kɐlɐm
849,তেলকুপি,t̪elkupɪ
850,সামাদ,sɐmɐd̪
851,আরও,ɐɾɔo̯
852,পরিচয়পত্র,poɾɪcɔʲpot̪ɾo
853,টিকিয়ে,tɪkɪʲe
854,রাখার,ɾɐkʰɐɾ
855,ভাবতে,bʱɐbt̪e
856,থাকব,t̪ʰɐkbo
857,এর,eɾ
858,গ্রেফতার,gɾepʰt̪ɐɾ
859,নিজের,nɪɟeɾ
860,ওপর,upoɾ
861,বিশ্বাস,bɪʃʃɐʃ
862,খেলে,kʰele
863,অথচ,ɔt̪ʰoco
864,শামীম,ʃɐmɪm
865,ওসমান,osmɐn
866,একজন,ɛkɟon
867,সংসদ,ʃɔŋʃɔd̪
868,আইপিএলে,ɐɪ̯pɪele
869,নয়,nɔe̯
870,শান্তিচুক্তির,ʃɐnt̪ɪcukt̪ɪɾ
871,ভারতে,bʱɐɾt̪e
872,বাংলাদেশী,bɐŋlɐd̪eʃɪ
873,রিফিউজিদের,ɾɪpʰɪ͡u̯ɟɪd̪eɾ
874,ফেরত,pʰeɾt̪o
875,আনার,ɐnɐɾ
876,বৈঠকে,boɪ̯tʰɔke
877,লম্বা,lɔmbɐ
878,চুলে,cule
879,ক্লিপ,klɪp
880,ফুল,pʰul
881,উপজেলা,upoɟelɐ
882,বিএনপির,bɪe̯npɪɾ
883,সম্পাদক,ʃɔmpɐd̪ok
884,গোলাম,golɐm
885,মাহমুদ,mɐhmud̪
886,মাহাবুব,mɐhɐbub
887,মাস্টার,mɐstɐɾ
888,বাদী,bɐd̪ɪ
889,বরিশাল,boɾɪʃɐl
890,সিনিয়র,sɪnɪʲoɾ
891,সহকারী,ʃɔhokɐɾɪ
892,জজ,ɟɔɟ
893,আদালতে,ɐd̪ɐlɔt̪e
894,মামলা,mɐmlɐ
895,দায়ের,d̪ɐʲeɾ
896,নামেমাত্র,nɐmemɐt̪ɾo
897,কয়েকটি,kɔʲektɪ
898,স্কুলে,skule
899,ডিজিটাল,dɪɟɪtɐl
900,পদ্ধতিতে,pod̪d̪ʱot̪ɪt̪e
901,নেয়া,neʲɐ
902,সুষ্ঠু,ʃuʃtʰu
903,মনিটরিং,monɪtɾɪŋ
904,হওয়ায়,hoʷɐe̯
905,শিক্ষক,ʃɪkkʰɔk
906,ছাত্রছাত্রীদের,cʰɐt̪ɾocʰɐt̪ɾɪd̪eɾ
907,উৎসাহ,ut̪ʃɐho
908,এটি,etɪ
909,বাংলাদেশের,bɐŋlɐd̪eʃeɾ
910,প্রথম,pɾot̪ʰom
911,দ্রুতগতি,d̪ɾut̪ɔgot̪ɪ
912,ক্ষমতাসম্পন্ন,kʰɔmot̪ɐʃɔmponno
913,গণপরিবহন,gɔnopoɾɪbɔhon
914,ওয়ারেন্ট,oʷɐɾent
915,অফিসার,ɔpʰɪsɐɾ
916,র‌্যাবের,ɾɛbeɾ
917,দফতরের,d̪ɔpʰt̪ɔɾeɾ
918,ইন্টেলিজেন্স,ɪntelɪɟens
919,উইং-এ,u͡ɪ̯ŋ-e
920,কর্মরত,kɔɾmoɾɔt̪o
921,বিপরীতে,bɪpoɾɪt̪e
922,তমা,t̪ɔmɐ
923,মির্জা,mɪɾɟɐ
924,লাবণ্য,lɐbonno
925,লী,lɪ
926,বঙ্গবন্ধুর,bɔŋgobond̪ʱuɾ
927,আদর্শের,ɐd̪oɾʃeɾ
928,মহত্ত্বের,mɔht̪t̪eɾ
929,নতুন,not̪un
930,প্রজন্মকে,pɾoɟɔnmoke
931,সম্পৃক্ত,ʃɔmpɾɪkt̪o
932,কোষাধ্যক্ষ,koʃɐd̪d̪ʱokkʰo
933,আবদুর,ɐbd̪uɾ
934,রহিম,ɾohɪm
935,খান,kʰɐn
936,ঘটনার,gʱɔtonɐɾ
937,জড়িত,ɟoɽɪt̪o
938,নই,noɪ̯
939,তেমনি,t̪emnɪ
940,খেলাধুলায়,kʰelɐd̪ʱulɐe̯
941,যাচ্ছি,ɟɐccʰɪ
942,দক্ষিণ,d̪okkʰɪn
943,কোরিয়ার,koɾɪʲɐɾ
944,গণমাধ্যমের,gɔnomɐd̪d̪ʱomeɾ
945,বরাত,bɔɾɐt̪
946,শনিবার,ʃonɪbɐɾ
947,একথা,ɛkt̪ʰɐ
948,বিবিসি,bɪbɪsɪ
949,অসুস্থ,ɔʃust̪ʰo
950,সুবীর,ʃubɪɾ
951,নন্দীর,nond̪ɪɾ
952,শারীরিক,ʃɐɾɪɾɪk
953,খোঁজ-খবর,kʰõɟ-kʰɔboɾ
954,নেন,nen
955,আগামীকাল,ɐgɐmɪkɐl
956,দিনাজপুরের,d̪ɪnɐɟpuɾeɾ
957,পার্বতীপুরে,pɐɾbot̪ɪpuɾe
958,জ্বালানিবাহী,ɟɐlɐnɪbɐhɪ
959,ট্রেনটি,tɾentɪ
960,পৌঁছবে,poũ̯cʰobe
961,কাটার,kɐtɐɾ
962,যখন,ɟɔkʰon
963,ঢাকায়,dʱɐkɐe̯
964,পরিবার,poɾɪbɐɾ
965,বন্ধুরা,bond̪ʱuɾɐ
966,মিলে,mɪle
967,সাড়ম্বরে,ʃɐɽɔmbɔɾe
968,করল,koɾl
969,মুস্তাফিজের,muʃt̪ɐpʰɪɟeɾ
970,জন্মদিন,ɟɔnmod̪ɪn
971,ছেলে,cʰele
972,বিদেশ,bɪd̪eʃ
973,ছেলের,cʰeleɾ
974,বউয়ের,bo͡u̯ʲeɾ
975,শ্বশুর-শাশুড়ির,ʃoʃuɾ-ʃɐʃuɽɪɾ
976,সম্পর্ক,ʃɔmpɔɾko
977,ভালো,bʱɐlo
978,কূটনীতিকরা,kutnɪt̪ɪkɔɾɐ
979,সৌদিতে,so͡u̯d̪ɪt̪e
980,নিজেদের,nɪɟed̪eɾ
981,দূতাবাস,d̪ut̪ɐbɐʃ
982,কনস্যুলেট,kɔnoʃʃo͡u̯let
983,অফিস,ɔpʰɪʃ
984,অফিসগুলো,ɔpʰɪʃgulo
985,পরিদর্শন,poɾɪd̪ɔɾʃon
986,পারবে,pɐɾbe
987,কিছুক্ষণ,kɪcʰukkʰon
988,পরেই,pɔɾeɪ̯
989,মেয়ে,meʲe
990,চম্পা,cɔmpɐ
991,পারভিনও,pɐɾbʱɪno
992,হঠাৎ,hɔtʰɐt̪
993,রহস্যজনকভাবে,ɾɔhoʃʃoɟɔnokbʱɐbe
994,টিকিট,tɪkɪt
995,বিক্রয়ে,bɪkɾoʲe
996,অনিয়ম,ɔnɪʲom
997,পড়ালেখা,pɔɽɐlekʰɐ
998,করত,koɾt̪o
999,ক্যাম্পাসে,kɛmpɐse
1000,ভীতিকর,bʱɪt̪ɪkɔɾ
1001,পরিস্থিতির,poɾɪst̪ʰɪt̪ɪɾ
1002,যাতে,ɟɐt̪e
1003,চোখে,cokʰe
1004,পরিস্থিতি,poɾɪst̪ʰɪt̪ɪ
1005,দেখতে,d̪ekʰt̪e
1006,পারেন,pɐɾen
1007,সড়কে,ʃɔɽoke
1008,অবস্থিত,ɔbost̪ʰɪt̪o
1009,কালভার্টটি,kɐlbʱɐɾtotɪ
1010,একমাস,ɛkmɐʃ
1011,ওপরের,upoɾeɾ
1012,ভেঙে,bʱeŋe
1013,গর্তের,gɔɾt̪eɾ
1014,যানবাহন,ɟɐnbɐhɔn
1015,চলাচল,cɔlɐcɔl
1016,গেছে,gɛcʰe
1017,এমন,ɛmon
1018,হৃদয়বিদারক,ɾɪd̪ɔʲbɪd̪ɐɾɔk
1019,ঘটেছে,gʱotecʰe
1020,ঢাকা-টাঙ্গাইল,dʱɐkɐ-tɐŋgɐɪ̯l
1021,মহাসড়কের,mɔhɐʃɔɽkeɾ
1022,মৌচাক,mou̯cɐk
1023,বাসস্ট্যান্ড,bɐʃostɐnd
1024,ভাটির,bʱɐtɪɾ
1025,দিকে,d̪ɪke
1026,ধাবিত,d̪ʱɐbɪt̪o
1027,বৃষ্টির,bɾɪʃtɪɾ
1028,বইটির,bo͡ɪ̯tɪɾ
1029,কমরেড,kɔmɾed
1030,আলাউদ্দিনের,ɐlɐu̯d̪d̪ɪneɾ
1031,আফরোজা,ɐfɾoɟɐ
1032,অদিতি,ɔd̪ɪt̪ɪ
1033,আজীবন,ɐɟɪbon
1034,সাধারণ,ʃɐd̪ʱɐɾon
1035,মানুষের,mɐnuʃeɾ
1036,জন্যই,ɟonnoɪ̯
1037,অনদিকে,ɔnod̪ɪke
1038,পছন্দের,pɔcʰond̪eɾ
1039,তালিকায়,t̪ɐlɪkɐe̯
1040,সবচেয়ে,ʃɔbceʲe
1041,নিচে,nɪce
1042,আফ্রিকার,ɐfɾɪkɐɾ
1043,নাইজারের,nɐ͡ɪ̯ɟɐɾeɾ
1044,চিৎকার,cɪt̪kɐɾ
1045,শুনে,ʃune
1046,চাচাকে,cɐcɐke
1047,দৌড়ে,d̪ou̯ɽe
1048,আসেন,ɐʃen
1049,শামশুল,ʃɐmʃul
1050,রাইডার্সদের,ɾɐ͡ɪ̯dɐɾsd̪eɾ
1051,ম্যাচ,mɛc
1052,পর্বের,pɔɾbeɾ
1053,উদ্বোধনী,ud̪bɐd̪ʱonɪ
1054,দিনে,d̪ɪne
1055,রাজশাহী,ɾɐɟʃɐhɪ
1056,কিংসের,kɪŋʃeɾ
1057,বিপক্ষে,bɪpɔkkʰe
1058,এছাড়াও,ecʰɐɽɐo̯
1059,রিটার্নিং,ɾɪtɐɾnɪŋ
1060,ওয়ালের,oʷɐleɾ
1061,ভেতরের,bʱet̪oɾeɾ
1062,ভড়াট,bʱɔɽɐt
1063,আরসিসি,ɐcʰoʃɪsɪ
1064,রাস্তা,ɾɐst̪ɐ
1065,থাকলে,t̪ʰɐkle
1066,আর্থিক,ɐɾt̪ʰɪk
1067,অনটনের,ɔntoneɾ
1068,কিনে,kɪne
1069,অপারগতা,ɔpɐɾogɔt̪ɐ
1070,জানানোয়,ɟɐnɐnoe̯
1071,অভিমানে,obʱɪmɐne
1072,কীটনাশক,kɪtonɐʃok
1073,পান,pɐn
1074,রাখাইনে,ɾɐkʰɐɪ̯ne
1075,সৈন্য,ʃoɪ̯nno
1076,রোহিঙ্গা,ɾohɪŋgɐ
1077,মেয়েদের,meʲed̪eɾ
1078,উলঙ্গ,uloŋgo
1079,ছবি,cʰobɪ
1080,জনসমক্ষে,ɟɔnʃɔmokkʰe
1081,ছড়িয়ে,cʰoɽɪʲe
1082,গ্রাম্য,gɾɐmmo
1083,কবিরাজ,kobɪɾɐɟ
1084,চিকিৎসা,cɪkɪt̪ʃɐ
1085,করায়,kɔɾɐe̯
1086,ট্রুফি,tɾupʰɪ
1087,জয়ের,ɟɔʲeɾ
1088,ম্যাচে,mɛce
1089,ঝুঁকি,ɟʱũkɪ
1090,খেলবেন,kʰelben
1091,কোয়েটার,koʲetɐɾ
1092,অধিকাংশ,od̪ʱɪkɐŋʃo
1093,বিদেশী,bɪd̪eʃɪ
1094,ক্রিকেটাররা,kɾɪketɐɾɾɐ
1095,ছবিতে,cʰobɪt̪e
1096,ম্যাচ-ফিক্সিং,mɛc-pʰɪksɪŋ
1097,ধোনির,d̪ʱonɪɾ
1098,রসায়ন,ɾɔʃɐʲon
1099,সব,ʃɔb
1100,তুলে,t̪ule
1101,ধরা,d̪ʱɔɾɐ
1102,তোয়ালে,t̪oʷɐle
1103,কখনো,kɔkʰono
1104,একে,eke
1105,অপরেরটা,ɔpoɾeɾtɐ
1106,ব্যবহার,bɛbohɐɾ
1107,উচিত,ucɪt̪
1108,তাই,t̪ɐɪ̯
1109,পাঠানো,pɐtʱɐno
1110,রাখবে,ɾɐkʰbe
1111,তুমিই,t̪umɪ͡ɪ̯
1112,বেস্ট,best
1113,মালিকপক্ষ,mɐlɪkpokkʰo
1114,একাদশ,ɛkɐd̪ʃ
1115,সাজিয়ে,ʃɐɟɪʲe
1116,খেলার,kʰɛlɐɾ
1117,বলছে,bolcʰe
1118,সাংবাদিকদের,ʃɐŋbɐd̪ɪkd̪eɾ
1119,বলবেন,bolben
1120,উভয়ে,ubʱɔʲe
1121,সম্প্রতি,ʃɔmpɾot̪ɪ
1122,ভারত,bʱɐɾt̪o
1123,নিয়ন্ত্রিত,nɪʲont̪ɾɪt̪o
1124,কাশ্মীরের,kɐsɪɾeɾ
1125,উরিতে,uɾɪt̪e
1126,ভারতীয়,bʱɐɾt̪ɪʲo
1127,সেনাঘাঁটিতে,ʃenɐgʱɐ̃tɪt̪e
1128,সন্ত্রাসী,ʃɔnt̪ɾɐʃɪ
1129,হামলার,hɐmlɐɾ
1130,নিন্দাও,nɪnd̪ɐ͡o̯
1131,বিবৃতিতে,bɪbɾɪt̪ɪt̪e
1132,আবুল,ɐbul
1133,হোসেন,hosen
1134,মোস্তাফিজুর,most̪ɐfɪzuɾ
1135,তুষার,t̪uʃɐɾ
1136,রুচি,ɾucɪ
1137,কমে,kome
1138,খাবার,kʰɐbɐɾ
1139,বেছে,becʰe
1140,নিন,nɪn
1141,অল্প,ɔlpo
1142,খেলেও,kʰeleo
1143,ক্যালরি,kɛloɾɪ
1144,পাওয়া,pɐo̯ʷɐ
1145,অধ্যাপক,od̪d̪ʱɐpok
1146,ডা,dɐ
1147,সুশান্তসহ,ʃuʃɐnt̪oʃɔho
1148,বিএমএ,bɪ͡e̯me
1149,সভাপতি,ʃɔbʱɐpot̪ɪ
1150,আমীর,ɐmɪɾ
1151,হোসাইন,hoʃɐɪ̯n
1152,রাহাত,ɾɐhɐt̪
1153,তাতে,t̪ɐt̪e
1154,অংশগ্রহণ,ɔŋʃogɾohon
1155,সভা,ʃɔbʱɐ
1156,আলোচনা,ɐlocɔnɐ
1157,কর্মশালা,kɔɾmoʃklɐ
1158,তারপরেও,t̪ɐɾpɔɾeo̯
1159,কিভাবে,kɪbʱɐbe
1160,গ্রেফতারি,gɾepʰt̪ɐɾɪ
1161,পরোয়ানা,pɔɾoɐnɐ
1162,জারি,ɟɐɾɪ
1163,বোধগম্য,bod̪ʱogommo
1164,বিশ্বদরবারে,bɪʃʃod̪ɔɾbɐɾe
1165,মর্যাদার,moɾɟɐd̪ɐɾ
1166,চলতে,colt̪e
1167,পারি,pɐɾɪ
1168,চাঁপাইনবাবগঞ্জ,cɐ̃pɐɪ̯nɔbɐbgɔnɟ
1169,পৌরসভা,pou̯ɾoʃɔbʱɐ
1170,ভবনে,bʱɔbone
1171,পৌর,pou̯ɾo
1172,মেয়র,meʲoɾ
1173,নজরুল,nɔɟoɾul
1174,ইসলামের,ɪslɐmeɾ
1175,কর,kɔɾ
1176,প্রতিরোধ,pɾot̪ɪɾod̪ʱ
1177,সভার,ʃɔbʱɐɾ
1178,এদিকে,ed̪ɪke
1179,সিরাজগঞ্জের,ʃɪɾɐɟgɔnɟeɾ
1180,বেলকুচিতে,belkucɪt̪e
1181,পানিতে,pɐnɪt̪e
1182,ডুবে,dube
1183,বায়জীদ,bɐʲɟɪd̪
1184,নামে,nɐme
1185,বছরের,bɔcʰoɾeɾ
1186,শিশুর,ʃɪʃuɾ
1187,জঙ্গিবাদ,ɟɔŋgɪbɐd̪
1188,চ্যালেঞ্জ,cɛlenɟ
1189,জানা,ɟɐnɐ
1190,ওষুধটি,oʃud̪ʱtɪ
1191,ডোপবিরোধী,dopobɪɾod̪ʱɪ
1192,আন্তর্জাতিক,ɐnt̪oɾɟɐt̪ɪk
1193,সংস্থা,ʃɔŋost̪ʰɐ
1194,ওয়াডার,oʷɐdɐɾ
1195,এবার,ebɐɾ
1196,ফরাসি,pʰɔɾɐʃɪ
1197,লীগে,lɪge
1198,কাপও,kɐpo
1199,ঝুলিতে,ɟʱulɪt̪e
1200,বাদ্যবাজনা,bɐd̪d̪obɐɟnɐ
1201,বাজিয়ে,bɐɟɪʲe
1202,মোটরসাইকেল,motoɾsɐɪkel
1203,মোটর,motoɾ
1204,শোভাযাত্রার,ʃobʱɐɟɐt̪ɾɐɾ
1205,প্রথমে,pɾot̪ʰome
1206,রেস্টহাউসে,ɾestɔhɐ͡u̯ʃe
1207,দলিলপত্র,d̪olɪlpot̪ɾo
1208,উকিল,ukɪl
1209,বাবুর,bɐbuɾ
1210,কাছে,kɐcʰe
1211,নগেন,nɔgen
1212,পাহান,pɐhɐn
1213,দলের,d̪ɔleɾ
1214,মুরুব্বী,muɾubbɪ
1215,ষাটোর্ধ্ব,ʃɐtoɾd̪ʱo
1216,বৃদ্ধ,bɾɪd̪d̪ʱo
1217,লোকমান,lokmɐn
1218,মিয়া,mɪʲɐ
1219,জানালেন,ɟɐnɐlen
1220,গেলবারতো,gelbɐɾot̪o
1221,বেশ,beʃ
1222,টাকা,tɐkɐ
1223,নিয়া,nɪʲɐ
1224,বাড়ি,bɐɽɪ
1225,ফিরতে,pʰɪɾt̪e
1226,পারছি,pɐɾcʰɪ
1227,মূল,mul
1228,নিবন্ধ,nɪbɔnd̪ʱo
1229,পাওয়ার,pɐo̯ʷɐɾ
1230,পয়েন্টে,pɔʲente
1231,ধরেন,d̪ʱɔɾen
1232,এফএমআরটি,epʰemɐɾɔtɪ
1233,এলামনাই,elɐmnɐ͡ɪ̯
1234,অ্যাসোসিয়েশনের,ɛsosɪʲeʃoneɾ
1235,খন্দকার,kʰɔnd̪okɐɾ
1236,মাজহাব,mɐɟhɐb
1237,উদ্দিন,ud̪d̪ɪn
1238,পল্লব,pɔllob
1239,পরে,pɔɾe
1240,থানা,t̪ʰɐnɐ
1241,ঘটনাটি,gʱɔtonɐtɪ
1242,শুক্রবার,ʃukɾobɐɾ
1243,রাতে,ɾɐt̪e
1244,চেংমারী,ceŋmɐɾɪ
1245,উত্তরপাড়া,ut̪t̪ɔɾpɐɽɐ
1246,গ্রামে,gɾɐme
1247,নানা,nɐnɐ
1248,অপকর্ম,ɔpokɔɾmo
1249,মাদকস্পট,mɐd̪okspɔt
1250,খ্যাত,kʰɛt̪
1251,বাস্তুহারা,bɐst̪uhɐɾɐ
1252,কলোনি,kɔlonɪ
1253,অফিসারের,ɔpʰɪsɐɾeɾ
1254,দায়িত্বরত,d̪ɐʲɪt̪ʃɔɾot̪o
1255,সরকারদলীয়,ʃɔɾkɐɾod̪olɪʲo
1256,প্রার্থীদের,pɾɐɾt̪ʰɪd̪eɾ
1257,নিয়েছেন,nɪʲecʰen
1258,ব্যাংকগুলো,bɛŋkgulo
1259,বাংলাদেশ,bɐŋlɐd̪eʃ
1260,ব্যাংকের,bɛŋkeɾ
1261,গাইডলাইন,gɐɪ̯dlɐɪ̯n
1262,অনুযায়ী,onuɟɐʲɪ
1263,নিরাপত্তার,nɪɾɐpɔt̪t̪ɐɾ
1264,মানে,mɐne
1265,পৌঁছতে,poũ̯cʰot̪e
1266,পারেনি,pɐɾenɪ
1267,চোরাচালানের,coɾɐcɐlɐneɾ
1268,যুক্ত,ɟukt̪o
1269,কিনা,kɪnɐ
1270,সেটাও,ʃetɐo
1271,নজরে,noɟoɾe
1272,রাখা,ɾɐkʰɐ
1273,বিপ্লবী,bɪplobɪ
1274,ওয়ার্কার্স,oʷɐɾkɐɾs
1275,পার্টি,pɐɾtɪ
1276,জাতীয়,ɟɐt̪ɪʲo
1277,গণতান্ত্রিক,gɔnot̪ɐnt̪ɾɪk
1278,জাগপার,ɟɐgpɐɾ
1279,সংলাপে,ʃɔŋlɐpe
1280,বসবে,boʃɔbe
1281,মতিহার,mot̪ɪhɐɾ
1282,র‌্যাবে,ɾɛbe
1283,পদমর্যাদা,pɔd̪omɔɾɟɐd̪ɐ
1284,উপপরিচালক,upopoɾɪcɐlok
1285,সংবাদ,ʃɔŋbɐd̪
1286,বিজ্ঞপ্তিতে,bɪggopt̪ɪt̪e
1287,সামিটের,ʃɐmɪteɾ
1288,আয়োজক,ɐʲoɟɔk
1289,বিজিএমইএ,bɪɟɪemɪe
1290,বেলুন,belun
1291,উড়িয়ে,uɽɪʲe
1292,সম্মেলনের,ʃɔmmeloneɾ
1293,উদ্বোধন,ud̪bod̪ʱon
